,User,Time,Location,Description
403,KJ.梶原.土地探し中,2014-01-14 00:02:02+00:00,東京 新宿区,マルチ #BI 屋15年以上の人。セールスマーケ＆宅建士&FP&野球人。#Qlik #SISENSE #Tableau #snowflake #dbt #cdata #hubspot #データ統合 #データ分析 #可視化 #ビッグデータ｜173cm左利きAB型
404,biositiX,2009-03-13 01:16:42+00:00,United States - East Coast,gAmEr GuY. pErSoNaL cOmPuTeR dUh.
405,Emily Sybert,2019-11-10 17:38:13+00:00,she/her | infj,internet marketing consultant w/ email specialty 💌 @webFX #emailgeek
406,CR34T3,2015-07-12 04:07:40+00:00,,|ThoughtsandOpinionsaremyown|Love|justakidwholoves God|imperfection is what makes us perfect|SIKH|EvolveasiLearn|
407,Gartner Digital Markets,2017-12-12 18:56:23+00:00,"Arlington, VA - Austin, TX - Barcelona, Spain","The world’s premier source for software vendors to connect with in-market buyers, through research, reviews, and lead generation."
408,Webmaster.WTF,2022-06-26 08:38:13+00:00,,All The Best SEO And Marketing Tools For Webmasters On Earth!🛠
409,Akileish,2009-10-28 13:13:22+00:00,Chennai,"Personal account. Here to mostly retweet stuff. Nothing is real, and nothing to get hung about."
410,Mario Pedrero,2013-05-22 02:17:03+00:00,Mexico,Creative Science fiction writer and Sales Manager. #Superfamily #Cryptofan
411,Brantley Neal,2013-03-31 20:02:49+00:00,"Nashville, TN",say it with your chest
412,Stefano Cavaliere,2009-06-07 14:14:02+00:00,"Vicenza, Veneto","Data Engineer and Analytics @HorsaSpa and @doolytic

#Curiosity driven

Tweets on #data, #DataEngineering, #cloud, #python, open source, #BigData"
413,Lejonta jones,2021-10-30 20:27:42+00:00,"California, USA",Down to earth
414,Martin Jenik,2015-07-25 16:13:12+00:00,,
415,Victor Le Barbier ⚡️,2018-05-22 08:49:15+00:00,"Paris, France","I've been working on a new electronic cash system that's fully peer-to-peer, with no trusted third party... #bitcoin
Head of Sales & Partnerships @StackinSat_FR"
416,Joaquin Pineda,2009-07-19 01:18:30+00:00,"Santiago, Chile","Me interesa el punto en que las historias, las tecnologías y la ciencia se cruzan."
417,FKSA111111⚓️,2011-06-04 17:24:34+00:00,المملكة العربية السعودية,⚓️⚓️⚓️⚓️⚓️⚓️
418,Tiradentes,2018-10-11 12:37:58+00:00,Worldwide ,"サメの人間の父、魚類学者、海洋科学者、神の息子、ハンサムなケニア人

Pai humano de tubarões, ictiólogo, cientista marinho, Filho de Deus, bonito queniano

🦈🦈🐟🐠🐡🦈🐙🌴🌴🙏🙏🙏🇰🇪🇰🇪"
419,Embaso,2020-05-26 09:11:21+00:00,Hannover,#sales #development #marketing #bearings #ConTech #Bau #realestate #software
420,Heni Hazbay,2008-11-20 15:43:48+00:00,"London, England",Digital marketing
421,Carlos F. Rodriguez,2009-08-21 13:20:15+00:00,Argentina,
422,Michael 🥏 McDay,2016-12-21 12:42:25+00:00,,"Fiat and Central Bank Creates The Industrial Military Complex, Bitcoin solves this...🙂"
423,Barreira Arte+Diseño,2010-06-12 08:28:31+00:00,"Valencia, España","Centro Oficial de Estudios Superiores. Titulaciones Oficiales en #diseño de Interiores, Moda, Gráfico, Animación, Videojuegos y Cine. Másteres internacionales."
424,Carlos Pedrosa Brías,2021-11-01 08:58:33+00:00,,Madrid - Manila and Manila - Madrid Real Estate
425,MWT,2015-06-30 21:23:48+00:00,North. UK,
426,JFT97,2011-03-29 19:59:17+00:00,Under The Shankley Gates,Everything LFC 🔴⚽️🔴 Lily 💖 Stanley 💙 Season Ticket Sir Kenny Dalgleish Stand...daring to dream! ⭐️⭐️⭐️⭐️⭐️⭐️
427,Mayank jain,2012-03-11 12:34:16+00:00,"Mumbai, India",Agree with people to keep their mouth shut.
428,Bob Mitchell,2010-12-17 14:47:06+00:00,Washington D.C. ,Transformation leader. Strategist. Collaborator. Thought partner. Builder.
429,Gabriel Charbonneau,2022-06-13 19:03:15+00:00,"Repentigny, Québec",Coordinateur et installaeur d'événement en sport automobile et sport électronique
430,rectools,2022-04-12 08:33:06+00:00,,research. review. revamp your toolbox.
431,KEFFER WUSSELL,2021-08-17 04:27:51+00:00,,
432,Baby Nengneilhing,2022-06-09 04:27:41+00:00,imphal,unipal babie 1992
433,André,2013-09-27 00:54:01+00:00,"Osasco, Brasil",
434,Anil Kommineni,2009-04-06 04:57:34+00:00,"Hyderabad, India",Engineering Leader @ Freshworks : loving husband/dad and having fun engineer a few SaaS products/engineering-teams @ Freshworks
435,william lennon,2008-11-07 11:12:33+00:00,"Philadelphia,PA","Managing Partner of SaaS Solutions https://t.co/J8egQ2CNFa -salesforce.com Partner. Empowering clients to combine People, Process, Technology for Results.😃"
436,José Luis Ramos,2011-09-14 05:54:34+00:00,"Boston, MA","⚽️🛫🙌🏽 
Biz Dev @duolingo (let's partner 😉)
@MITSloan 2021 
Founder Mindfulness & Leadership
""Be curious, not judgmental""
Lead with your feet"
437,Reece Humphreys,2014-05-11 17:58:17+00:00,,
438,MohanKumar,2022-05-10 10:25:20+00:00,,
439,169thx🥷🏻,2017-04-07 18:08:23+00:00,,Retweets do not necessarily imply an endorsement.
440,Perhan Paz,2013-02-23 07:43:04+00:00,Istanbul,"Assassin
Sniper
Special operations forces 
Underwater Offence Group"
441,Achal Negi,2012-09-21 14:10:47+00:00,Worldwide,Drones & Dreams | Building FlytBase & Future @flytbase
442,@ek.31,2021-09-17 09:36:20+00:00,Brunei,enggagement
443,dogeszn,2021-09-28 16:14:45+00:00,moon,
444,Louise Hill,2012-09-17 02:55:34+00:00,,
445,Local SEO Search,2013-09-04 15:51:22+00:00,"Toronto, Ontario","helps clients build communities by planning, managing, and executing inbound marketing campaigns that lead to conversation and conversions"
446,James Cook,2022-05-22 05:29:25+00:00,新加坡,
447,ΔŁ₿ΞRT L.G. ( albertlg.eth ) #DYOR #WAGMI,2007-12-14 06:49:22+00:00,Badalona,"@CryptoAdvisorC, ex-Content&SEO @Uvinum (Drinks&Co). #SEO Advisor. Content MKT. SMO. Analytics.  Geek. I ♥ wine&music. Runner (marathon finisher). Singer. Humà"
448,அச்சம் தவிர்- मत डरो -No4Hypocr8,2017-08-12 08:38:51+00:00,"Tamil Nadu, India","Rationalist, Modern Thinker who want to expose hypocrites!"
449,#StandwithUkraine #EU #NAFO 🇪🇺🇩🇪🇺🇦,2014-05-05 08:03:05+00:00,,Something with Private Sector Development and Digital Transformation. #Standwithukraine https://t.co/ilLQzeaU8I
450,🇺🇦Смерть Ворогам!🔴⚫️🇱🇻🇬🇧,2014-02-16 16:04:02+00:00,"London, England","Family in 🇺🇦 North-Ossetian-Ukrainian from 🇱🇻 Pagan Priestess🔮Non-Binary: They/Them🏳️‍🌈 Green Anarchist🌳#Dune Saga superfan
#NAFO #Fella"
451,Fred Rocha,2009-08-14 11:50:52+00:00,"Rennes, France","Unraveling the poetry of daily life. Cinema, food, music, wwweb, gardening. Knowledge is not love. Owner of Sol. Web @fumacapt. @john_fisherman@mastodon.social"
452,JumpStartSweat,2014-10-20 16:04:22+00:00,,
453,DaniFer707,2018-09-04 23:50:27+00:00,"Cartago, Colombia","Muchos años después, frente al pelotón de fusilamiento, Aureliano Buendia había de recordar aquella tarde remota en que su padre lo llevó a conocer el hielo 🐦"
454,Shane,2011-08-08 01:37:25+00:00,"Austin, TX",entrepreneur. software engineer.
455,High Impact,2009-06-11 15:41:10+00:00,"Denver, CO","High Impact is a visual litigation and science studio that builds custom animations, illustrations and interactive presentations for strategic communication."
456,🅻🅴🆂🆃🅴🆁 🇰🇪,2013-04-21 06:32:02+00:00,"Nairobi, Kenya",Freelancer |:| Activist of Truth and Democracy |:| A Liberated Mind |:| An Influencer |:| Entrepreneur |:| GOD FIRST |:|
457,Javier Muñoz,2009-04-15 00:36:40+00:00,Chile,"Gasté la mayor parte del dinero en mujeres, alcohol y autos deportivos.....El resto lo desperdicié. #runner #exSurfer #Marketing  #Mediocampista #Colocolino"
458,Pedro Martín Díaz,2009-07-22 21:02:58+00:00,"Madrid, Comunidad de Madrid",Me encontrarás entre San Francisco y Madrid. ¿Hablamos? CEO de @visualeo.
459,Saul De Lira,2015-12-17 05:08:42+00:00,,
460,Miguel Angel Martelo Quiroz,2011-05-30 18:02:59+00:00,"Cartagena, Colombia","System Engineer. Frontend Developer, JS lover. ""Never stop to learn"" / Love soccer and vallenato music. 1000% Real Cartagena"
461,Manuel Martinez,2010-02-05 04:02:07+00:00,,
462,Bakklog,2020-04-25 22:31:42+00:00,🌐 Remote,"We develop professional websites, mobile apps, and optimize online campaigns for startups and SMEs"
463,Graeme Parton,2018-08-10 00:25:32+00:00,Everywhere,Content Specialist @GetGrizzle. Views are my own. Swearier version: @gee__raah. (he/him)
464,Malthus Brown,2009-12-17 22:20:29+00:00,"Lima, Perú",
465,Andrzej Dobrzynski,2012-01-24 11:22:48+00:00,"Warsaw, Poland",
466,Emiliano Garcia,2017-05-28 22:30:21+00:00,,
467,Jhojan Marreros,2009-09-22 08:38:06+00:00,Peru,
468,Gruncho,2011-07-25 02:26:15+00:00,,🇦🇷 🚲📷
469,Dan White,2021-01-21 18:12:27+00:00,DFW / Lake Texoma,"My personal views on commercial banking, real estate and markets."
470,Amauris Ruiz,2014-02-05 21:07:53+00:00,,
471,Pablo Rojas,2010-03-23 05:49:33+00:00,Chile,
472,"Matthias Smith, CEO - Pioneer Capital Advisory LLC",2018-01-17 19:16:47+00:00,"Wisconsin, USA",Matthias Smith | Founder at Pioneer Capital Advisory | Financing Partner to Self-Funded Searchers | Husband & Wisconsinite | Former @liveoakbank & @bylinebank
473,Jorge Irigoyen 🇦🇷,2012-12-18 21:52:35+00:00,"Ciudad Autónoma de Buenos Aires, Argentina","Correntino | Co-founder @tich_academy (Ed-tech Startup), Running #Bitcoin 丰"
474,Pablo Castagnini,2010-07-08 02:45:39+00:00,"London, UK",SAP Digital Transformation Director l | ERP Expert | New Technologies Enthusiast
475,Gustavo Alberto Dueñas Gonzalez,2019-10-22 01:06:54+00:00,"Zacatecas, México",
476,Rocket.net,2020-08-23 11:30:35+00:00,"West Palm Beach, FL",Democratizing the Edge. Managed WordPress hosting. 24x7 Expert Support. Free Migrations. Boost and Secure your site today. #EnterpriseHosting
477,Alexander Clark,2022-06-06 10:11:21+00:00,"London, UK ","Business Specialist for Bolt Business 

https://t.co/LsIzwvqO6L"
478,Deeshna C,2018-05-01 14:14:12+00:00,,#StoryTeller | #Trailblazer | #SalesforceOhana | #Marketer | #ContentWriter @CEPTESSOFTWARE | ex-journo |
479,"WebExpo '23 - April 19, 20 & 21",2008-07-01 18:59:39+00:00,"Prague, Czech Republic","April 19, 20 & 21 at Lucerna Palace in Prague, the web event of the year - premium workshops, 70+ speakers, 1700 attendees from the online world."
480,Pedro,2021-06-11 00:16:23+00:00,"Ponte de Lima, Portugal",Empreendedor Digital e cofundador da Agência Regex
481,Ângelo Lima,2020-06-12 07:20:51+00:00,"Sines, Portugal","Um radical Democrata-Cristão.

Irreverentemente contra a ditadura do politicamente correto."
482,COOPS 😎,2020-04-09 12:47:56+00:00,"Brisbane, Queensland","Love Sport, Racing, Politics and Business. Very partial to Beer and Coffee. #exjw Jehovah’s Witness whistleblower! #leedsutd #brisbanelions"
483,Katriina Kukkula 🇺🇦,2012-02-23 18:42:39+00:00,Oulu,"Kehityspäällikkö päivisin, uusioperheen toinen aikuinen iltaisin."
484,M. Soidul. Islam Soidul. Islam,2022-05-31 10:24:46+00:00,,B+k
485,anyworks,2022-03-24 14:56:37+00:00,Halle (Saale),"Für jedes Business die passende Software:
Unser Produktfinder zeigt dir das richtige Produkt und unsere Community liefert hilfreiche Reviews dazu."
486,Joe Cowan,2010-05-31 23:12:34+00:00,Rasharkin,Irish and EU citizen
487,Excel Energies,2020-06-09 10:19:39+00:00,Pakistan,"⚡Excel Energies | Our Future ™ vision is to provide Affordable, Sustainable, and Reliable Energy Solutions to Residential, Commercial,Agriculture and Industrial"
488,Accounting By Sal Corp,2015-09-13 05:04:18+00:00,Canada,"Founder@ https://t.co/314Q9WxpmI
#AccountingBySalCorp is an accounting training firm dedicated to helping entrepreneurs succeed through cloud based technology"
489,Nicolas,2019-10-05 15:36:48+00:00,Pau,"Jeune papa, intéressé par la politique et le business. Have a great day ♥ ✝"
490,MTM Executives | Exceptional Marketing Strategies,2011-03-22 23:11:37+00:00,"Cambridge, MA",Develop a marketing strategy that works for your lifestyle. Choose the help you need to execute it. |  Sponsor: #MTMN Executive Buffet - Free #networking 🥗🌮🍤
491,Saeed Saeed,2022-05-24 01:59:39+00:00,,0596336942
492,Catchin,2022-04-01 20:14:21+00:00,,"Find the best deals on the internet for any startup. Productivity tools, Development tools, Email and Operations, HR, Marketing, and many more."
493,Fernando Arocena,2007-06-28 23:27:32+00:00,,"Director de Digital en @MazalanComunica. Profe de Estrategia, Univ. Siglo 21"
494,Mariann Volkonski,2022-02-21 22:58:16+00:00,,
495,André Rocha,2019-11-03 17:33:07+00:00,,
496,cj,2012-08-14 07:56:57+00:00,,
497,Andrea Novotná,2012-12-02 11:58:42+00:00,"HR Manager, Brno",https://t.co/pH17vIIj6X
498,Andrei Panchuk,2010-11-02 12:13:30+00:00,,
499,Henning Saint Technology,2021-12-16 09:46:37+00:00,,"More Intelligent, More Convenient, More Outstanding"
500,Kesaobaka Jabana,2013-07-25 12:24:16+00:00,Johannesburg,Believer - Yeshua Messiah is God and Lord. Author of upcoming novel - Pains of Injustice. Electronics merchandiser. Loving husband and dad to twins.
501,Fatma☥,2014-02-01 17:37:50+00:00,🇪🇬,Je crois que la simplicité est la beauté.
502,G12,2014-10-16 20:24:28+00:00,,
503,Daniel Strutt,2018-11-05 14:05:11+00:00,"Cardiff, Wales",
504,Rendy Jones,2011-09-10 04:33:28+00:00,Mex,The monster comes with me ...
505,Kristers Komarovs,2016-09-13 06:32:54+00:00,"Cēsis, Latvija",croissant and coffee.
506,Vera Matos Pires,2022-02-27 11:18:37+00:00,,Let's dream because...why not?
507,Tri Truong,2022-05-05 09:08:12+00:00,,Set the mission to help businesses to simplify process and work smarter by scanning and digitising records and documents.
508,Revolgy,2018-04-06 08:25:49+00:00,Prague,We take care of your cloud infrastructure and you can focus on your product. Get comfy in the cloud with us! | 70+ cloud enthusiasts | @cloudnativeprg meetups.
509,Mo Aljanabi,2016-03-31 17:42:25+00:00,United States,Engineer I.T | State employee. My tweet is just an opinion . Athlete . Conservative .Independent.Iraqi-American. 🇮🇶🇺🇸
510,Ramiro Faundez Rienz,2015-03-31 00:34:24+00:00,Ciudad Autónoma de Buenos Aire,"Odio a la izquierda, Trabajador dedicado en RH (IT), gamer y warhammero cuando no trabajo y amante de la ciencia ficción, algo mas?"
511,george,2007-05-09 06:34:13+00:00,"Portland, OR",A male version of Blanche Marie Elizabeth Hollingsworth Devereaux
512,Kai Michael Schäfer,2022-05-20 15:09:57+00:00,"Bechhofen, Germany","Hey, ich bin's."
513,Konkelicious,2020-03-19 21:09:39+00:00,,
514,Gravity Team,2021-12-23 11:20:07+00:00,,"At Gravity Team, a crypto market making firm, we are on the mission to balance the supply & demand across crypto markets worldwide. Co-Founder @edgars_laimite"
515,Mehul Dave,2013-11-04 04:41:52+00:00,,
516,Jakub Kadlubiec,2010-12-09 11:50:11+00:00,"Prague, Czech Republic",Director of Engineering at Pipedrive. Leading and building the Prague engineering team. Come join us!
517,Spotted News,2018-05-09 07:51:37+00:00,,Spotting the latest news from around the world 🌎 and bringing it straight to you 📰
518,🐈 Hel Cat 🐾🐈‍⬛😸🇮🇪☘️🇦🇺,2020-11-04 11:44:41+00:00,"Brisbane, Queensland","Cat lover, passionate about community services. 
Social Work Student. 
ALP Left Member. 
Born on Muluridji land
Owned by Princess Tabitha"
519,lim,2017-10-31 08:26:52+00:00,"Shiyan,Baoan,Shenzhen China","A leading LED display screen manufacturer in Shenzhen China, specializing in indoor & outdoor LED screen for live events and advertising."
520,zzBots,2019-03-06 20:42:40+00:00,Global,Integrate Your Apps & Automate Your Business With Our Easy to Customize Bots!
521,Pp Dany,2010-08-17 05:03:28+00:00,"Guadalajara, Jalisco","Chaos orchestrator @foodstampmx, helping restaurants with mini apps. https://t.co/XvsbHsh4BX https://t.co/ddtMAB3Ozj 🚀 😋 Startups, iOS & NFTs"
522,JeffRossVR,2022-03-07 22:49:23+00:00,,#advisoryservices #technology
523,Ben Gamero Stokes,2021-09-22 18:20:58+00:00,"London, UK",
524,Emir Kaan,2014-09-08 15:37:31+00:00,"Tallinn, Estonia",
525,lia,2011-06-04 03:41:30+00:00,new mexico,known bureaucracy lover
526,OWOEYE JOSHUA TUMISE,2022-04-29 08:15:17+00:00,,#virtualassistant #projectmanager #digitalmarketer #lifestylecoach.
527,Ziad Alghamdi,2018-09-17 22:13:53+00:00,Riyadh,ما نَيلُ المَطالِبِ بِالتَمَنّي وَلَكِن تُؤخَذُ الدُنيا غِلابا
528,٩(๑❛ᴗ❛๑)۶,2012-07-07 04:23:41+00:00,,
529,-/:;(),2012-12-29 16:21:28+00:00,"Atlanta, GA",Me talking to me about me to meh.
530,C.R.Optimum Agency,2022-02-22 16:32:41+00:00,United States,"Consultation, design and execution of C.R.O campaigns on your buyer's journey from awareness to advocacy. 
Fb: https://t.co/8cvgxMAe6b
Instagram: https://t.co/zZnSZaxISe"
531,Sean O'Connell,2012-08-14 21:57:11+00:00,San Francisco Bay Area,Partner Marketing @ PandaDoc
532,Geppelito,2012-01-13 02:52:43+00:00,,
533,Russell,2022-05-11 15:37:26+00:00,,
534,Ike Smash,2022-03-08 06:50:23+00:00,,nothing
535,Agur Jõgi,2009-01-01 22:47:04+00:00,"Tallinn, Estonia",
536,SaaS Universities,2022-03-07 18:21:24+00:00,,
537,Yoshi Diaz,2012-03-14 02:30:43+00:00,,
538,Carlos Maciel,2011-02-18 01:19:38+00:00,"Florianópolis, Brazil","🧠 Autoconhecimento, Inteligência Emocional e Propósito.
+ 100.000 pessoas impactadas em palestras.
+ 20.000 alunos na @escolavalente
VALENTE-SE!👇"
539,Marcos Oliveira,2019-02-25 16:55:45+00:00,"Montpellier, France",#sales #ehealth 🇧🇷🇫🇷🏳️‍🌈
540,马因坦Alexandra,2020-06-10 03:10:00+00:00,,
541,Emese Vojter,2022-05-09 14:00:34+00:00,,Passionate about the Success of our Users @DataboxHQ  l  Advocate for data driven decision making  l  Red Cross volunteer
542,Jakob Päll,2018-06-11 21:15:10+00:00,"Tartu, Eesti",irregular design tweets here
543,nickname,2013-08-03 14:22:15+00:00,,boun
544,UpStripe – Where you go to get help with software.,2021-08-12 08:58:44+00:00,Worldwide,"UpStripe is on a mission to help solopreneurs, founders, startups and small business get the software help they need so they can focus on what they do best."
545,General.orwah,2012-05-24 07:53:53+00:00,,
546,Ace ♠️,2020-05-08 04:18:44+00:00,,
547,فؤاد بيومي,2021-12-21 20:30:58+00:00,United Arab Emirates ,مدير مشاريع وصانع محتوئ رقمي |مهتم بمساعدة الافراد على الاستفادة من  @NotionHQ في #البناء الخاص و التنظيم.
548,ClickMeeting,2010-04-01 09:42:28+00:00,,"ClickMeeting, a browser-based platform, brings the power of webinars to organizations of any size.

Inspire, teach, sell with live & automated webinars."
549,Karla Yackuelene Pariona Romero,2015-12-09 02:46:34+00:00,"Miami, FL, United States","Director of Operations at @LenAndNyle 👋 We connect diverse candidates with Startups, SMBs and corporations.🌙☀️Diversity, Equity and Inclusion.🚀"
550,Oleksandr Danylenko,2010-03-13 12:16:14+00:00,"Buenos Aires, Argentina",connecting businesses with the best talent. 🚀 advocate for the underrepresented groups ⚒👁🔥🌎
551,will bricker,2019-10-23 03:34:31+00:00,"New York, NY","Born and raised New Yorker, VC @hustlefundvc, diving fanatic, and plant connoisseur. Good with data, mediocre with words."
552,Oskars Ozoliņš,2011-12-06 19:26:00+00:00,"Riga, Latvia",Co-founder of @alikework - | a new way to hire architects and engineers | online service that connects engineering firms with independent remote professionals
553,Batman.Ug,2018-07-25 06:01:45+00:00,,"chilled , fun .....let’s just tweet ....let’s not get familiar"
554,Mara Perkuma-Maslakova,2016-02-17 09:24:54+00:00,"Riga, Latvia",PR Manager at Nordigen. Follow for fintech and open banking. Views are my own.
555,Hakai,2019-04-25 12:22:00+00:00,,
556,Sharan Adla,2010-12-16 07:50:43+00:00,"Bengaluru, India",Design @ ArtworkFlow - Bizongo.
557,HansValera,2022-02-27 16:57:12+00:00,,"Padre, amigo, amante de los idiomas y la cultura.
Electricista, Importador, Vendedor, Automatización.
Políticamente zurdo. Sin fanatismo, agnóstico, pro-ciencia"
558,فيصل الشهري,2021-09-17 00:52:59+00:00,,طالب في جامعة الملك سعود كلية الاداب قسم الدراسات الاجتماعية - تخصص الخدمة الاجتماعية اخصائي اجتماعي تحت الانشاء 😁
559,Len & Nyle,2021-07-08 19:31:09+00:00,"St. Petersburg, Florida",Connecting businesses with the best talent 🪐👌🏻 We place great candidates in 33+ countries 🌐🦉 Diversity & inclusion always matter 👋🏻👋🏽🏳️‍🌈🏳️‍⚧️⚒
560,Ricardo Facility,2017-09-22 17:46:03+00:00,"Curitiba, Brasil",
561,Zapier Dev,2021-09-19 12:33:16+00:00,Worldwide,"Zapier experts agency with 2 years XP, #NoCode #LowCode enthusiast, also have expertise in @Integromat, #API, $CRM, Website and hundreds of other SaaS platforms"
562,SYSTEC,2017-09-29 18:34:18+00:00,Mexico,"Consultores expertos en la habilitación y ejecución digital de proyectos y procesos | Oracle Construcción e Ingeniería, Smartsheet, Pipedrive"
563,Howard Colin,2020-02-29 21:55:01+00:00,United Kingdom,"Digital Imaging Technician with 10 years experience #HisDarkMaterials, #ATownCalledMalice. Helping to architect workflows for HETV and Film, based in Wales."
564,Pola Koczoń,2022-03-02 18:33:25+00:00,,
565,Jas,2013-06-29 12:56:06+00:00,Philly,
566,Andrew Collings,2014-04-07 19:01:39+00:00,Cambridge,Head of Enterprise at Gearset
567,alinfoot,2015-05-06 07:42:27+00:00,"Maidenhead, South East",
568,Mehdi Feknous,2019-05-21 14:59:07+00:00,Lyon ,Concepteur de stratégie différenciante 🎨 Je fais rayonner votre entreprise en créant une idée forte autour de celle-ci 👑 #branding #communication
569,Marko Savić,2009-03-31 17:53:42+00:00,Ljubljana,@MblttsOmni by weekdays & @Conacenter / @dSola_si by weekends |🏃‍♂️👟🌅 | #PhD student in #environmental protection | 🏖 🏐 ▶ | 🚴 | 📚 🐛
570,Suryaansh Vasu,2012-06-14 16:00:15+00:00,India,capitalist
571,gillian roberts,2011-03-17 05:27:40+00:00,"Los Angeles, CA",PR & Communications
572,Artem Tykhonov,2022-04-26 18:06:09+00:00,,
573,SoftwareWorld,2014-06-14 13:42:42+00:00,,Best Software Reviews Site - List your Software & Services at SoftwareWorld to get more exposure. It's free! - https://t.co/q8AsMLqaaj
574,mp01,2022-01-31 13:39:55+00:00,,
575,BEE Content Design,2014-10-13 19:22:21+00:00,"San Francisco, CA",A complete email and landing page design suite for individuals and teams. Use it online (BEE Pro) or embedded in many applications (BEE Plugin).
576,Csősz András,2022-04-25 19:07:52+00:00,,
577,"Print Lion - Design, Branding & Printing Co.",2021-10-26 21:32:17+00:00,Nairobi,"Print Lion is a branding agency based in Nairobi, Kenya. We are passionate about supporting marketing professionals and business owners."
578,Itamar Assaf,2013-12-28 15:13:54+00:00,Israel ,"Business, Innovation, Public Policy"
579,František Jandoš,2010-08-31 11:38:44+00:00,Prague,
580,Waldemiro Pereira III,2022-04-24 17:10:44+00:00,,"Acredito na liberdade pessoal, no poder da família, no direito a propriedade e no empreendedorismo para um mundo cada vez melhor."
581,Dominic Legare,2009-10-29 20:36:34+00:00,"Lac-Beauport, Québec","🇨🇦 I am living my dream as a Freelancer, Father of 2, interest in E-commerce🛒 & Chatbots 🤖. Never been happier since my 9-5 job was abolished. Thanks life."
582,Keiri,2014-12-06 09:11:26+00:00,Estonia,
583,François Bonja,2017-04-21 16:55:44+00:00,"Montréal, Québec",I help businesses leverage AI.
584,Julian Camacho,2012-09-26 14:48:06+00:00,,
585,Nolan Logan,2011-10-27 15:17:34+00:00,,"Data lover, business operator, golf enthusiast."
586,Exala,2022-03-16 18:52:39+00:00,Valle Sagrado - Online 🌎,"Desarrollo personal y espiritual
📚Curso de Metafísica #1 en el mundo: La Ciencia de la Mente - Certificado por Centers for Spiritual Living ™ CA-USA"
587,1,2013-08-17 19:30:00+00:00,,
588,Todd O'Keefe,2020-08-27 00:14:06+00:00,Edmonton,"Chief Content Officer @FireandWoodYEG 

#WeTellStories #StoryBranding #CopyWriting #CopyHacks #Funnels #Launches #BrandVoice"
589,ceperoed,2011-09-26 17:42:55+00:00,,begin with the end in mind
590,Jacky Tran,2008-11-15 17:02:58+00:00,"Portland, OR",Freudian typing ass usual ¯\_(ツ)_/¯
591,Olman Elizondo,2009-04-24 16:50:41+00:00,Barcelona,"https://t.co/Vt4CUQ6BHn 

Innovation Manager in Vall d'Hebron University Hospital"
592,Cinthya,2011-12-29 10:03:55+00:00,"Cambridge, England","Journalist & copywriter helping impact startups get their story right. 
Ex @CamCleantech @the_hindu. I started a library: https://t.co/ZhR1fIveZN"
593,Paulius Bareika,2022-04-21 13:06:36+00:00,,
594,PaigeAbrams,2011-06-13 16:33:09+00:00,"Johannesburg, south Africa",Social media manager / Make up artist/ beauty therapist/ multi-tasker. Passionate about life. Work hard to get where i want to be!!!!!
595,Tshifhiwa Dombo,2010-11-12 03:10:04+00:00,Johannesburg,"Husband of 1, Father of 2, Believer of 3in1 God, Grateful for Grace."
596,Carley Deardorff,2017-01-12 03:12:20+00:00,"Austin, TX ",Director of Strategic Partnerships @CapitalFactory 🤖 ⚙️ Amplifying voices that go unheard & building equity in Texas 🤠🤘 🇪🇸 Masters Int’l Media & Diversity
597,Lucep Pte Ltd,2014-12-22 09:10:19+00:00,Singapore,Automated lead qualification solution for #edtech #realestate #insurance #banking #automotive #sales on your digital channels.
598,Sandesh,2014-11-16 12:12:47+00:00,,
599,tay,2014-05-14 18:40:14+00:00,"San Francisco, CA",she/her/hers
600,Jack Teah,2010-11-26 06:24:40+00:00,SoCal ➡️CHI➡️IND,Don’t you dare settle for fine
601,Kapish,2011-04-15 10:57:41+00:00,,Investor
602,Jeff Huber 🇺🇸,2007-03-11 18:41:24+00:00,In the Metaverse,"Founding CEO @GRAILbioㅣCo-founder @TriatomicCapㅣearlier: Google Ads, Apps, Maps & ⟦x⟧ㅣf*ckcancerㅣPer aspera ad astra."
603,Ví,2019-02-15 16:01:04+00:00, ,
604,@jason,2006-08-05 23:31:27+00:00,"California, USA","World's Greatest Moderator (TM), Angel investor: https://t.co/6leeScky9Y @twistartups @theallinpod @launch @inside"
605,Gatemaster Locks,2016-07-28 15:36:46+00:00,"Bognor Regis, England","Manufacturer of #gatehardware with easy-fit technology and high quality finish suitable for both metal and wooden gates.
Contact us on sales@gatemasterlocks.com"
606,Keith Barychko,2022-04-19 15:01:56+00:00,,
607,Akiva,2011-07-11 15:24:01+00:00,London,"Multi-award winning, affordable interior design packages for anyone anywhere. #renovation #interiordesign #architecture #consultancy."
608,Softwarehub.io,2022-03-12 13:58:58+00:00,,"Courses and Software Listings in One Place, To make it easier for you to choose your preference at https://t.co/NUWhlV3u2c ""The Finest Aggregator"""
609,ILANOU,2009-02-03 21:01:32+00:00,PARIS,"#French #Happy #Daddy
DG d'une maison d'édition 
Pour une droite libérale et progressiste (c'est pas gagné ...)"
610,"Ryan Patrick Casey, M.A.",2011-03-31 13:58:31+00:00,NYC / CT,"Artist / filmmaker also known as Geddy. 

Also Neurodivergent employment specialist.

Founder of @ClearWeave"
611,Ope Great,2010-09-11 11:56:11+00:00,Earth,Co-founder @SpirePlace @akubadotxyz @EasyVoucher @tryeasyshop @learnark
612,Humberto Zuluaga,2010-12-28 01:02:48+00:00,"Barranquilla, Colombia",“Síganme los buenos”
