,User,Time,Location,Description
812,Anil Kommineni,2009-04-06 04:57:34+00:00,"Hyderabad, India",Engineering Leader @ Infinity Learn : loving husband/dad and having fun build inspirational Software Experiences/Teams to bring in Learner Delight!!
813,william lennon,2008-11-07 11:12:33+00:00,"Philadelphia,PA","Managing Partner of SaaS Solutions https://t.co/ea4EYyC3Xp https://t.co/txVxw9baCS Partner. Empowering clients to combine People, Process, Technology for Results.😃"
814,José Luis Ramos,2011-09-14 05:54:34+00:00,"Boston, MA","⚽️🛫🙌🏽 
Biz Dev @duolingo (let's partner 😉)
@MITSloan 2021 
Founder Mindfulness & Leadership
""Be curious, not judgmental""
Lead with your feet"
815,Reece Humphreys,2014-05-11 17:58:17+00:00,,
816,MohanKumar,2022-05-10 10:25:20+00:00,,
817,169thx🥷🏻,2017-04-07 18:08:23+00:00,,Retweets do not necessarily imply an endorsement.
818,Berna Aydın,2013-02-23 07:43:04+00:00,Istanbul,"Assassin
Sniper
Special operations forces 
Underwater Offence Group"
819,Achal Negi,2012-09-21 14:10:47+00:00,Worldwide,Drones & Dreams | Building FlytBase & Future @flytbase
820,@ek.31,2021-09-17 09:36:20+00:00,Brunei,enggagement
821,noom,2021-09-28 16:14:45+00:00,moon,
822,Louise Hill,2012-09-17 02:55:34+00:00,,
823,Local SEO Search,2013-09-04 15:51:22+00:00,"Toronto, Ontario","helps clients build communities by planning, managing, and executing inbound marketing campaigns that lead to conversation and conversions"
824,James Cook,2022-05-22 05:29:25+00:00,新加坡,
825,ΔŁ₿ΞRT L.G. ( albertlg.eth ) #DYOR #WAGMI,2007-12-14 06:49:22+00:00,Badalona,"@CryptoAdvisorC, ex-Content&SEO @Uvinum (Drinks&Co). #SEO Advisor. Content MKT. SMO. Analytics.  Geek. I ♥ wine&music. Runner (marathon finisher). Singer. Humà"
826,அச்சம் தவிர்- मत डरो -No4Hypocr8,2017-08-12 08:38:51+00:00,"Tamil Nadu, India","Rationalist, Modern Thinker who want to expose hypocrites!"
827,#CrimeaIsUkraine #ArmUkraineNow 🇪🇺🇩🇪🇺🇦,2014-05-05 08:03:05+00:00,,Something with Private Sector Development and Digital Transformation. #NAFO. Support @BackAndAlive donate here https://t.co/DxwNghHW5J
828,🇺🇦Смерть Ворогам!🔴⚫️🇱🇻🇬🇧,2014-02-16 16:04:02+00:00,"London, England","Family in🇺🇦 North-Ossetian-Ukrainian from🇱🇻 Pagan Priestess🔮Non-Binary: They/Them🏳️‍🌈 Green Anarchist🌳#Dune Saga superfan
#NAFO #Fella"
829,Fred Rocha,2009-08-14 11:50:52+00:00,"Rennes, France","Unraveling the poetry of daily life. Cinema, food, music, wwweb, gardening. Knowledge is not love. Owner of Sol. Web @fumacapt. @john_fisherman@mastodon.social"
830,JumpStartSweat,2014-10-20 16:04:22+00:00,,
831,DaniFer707,2018-09-04 23:50:27+00:00,"Cartago, Colombia","Muchos años después, frente al pelotón de fusilamiento, Aureliano Buendia había de recordar aquella tarde remota en que su padre lo llevó a conocer el hielo 🐦"
832,Shane,2011-08-08 01:37:25+00:00,"Austin, TX",entrepreneur. software engineer.
833,High Impact,2009-06-11 15:41:10+00:00,"Denver, CO","High Impact is a visual litigation and science studio that builds custom animations, illustrations and interactive presentations for strategic communication."
834,🅻🅴🆂🆃🅴🆁 🇰🇪,2013-04-21 06:32:02+00:00,"Nairobi, Kenya",Freelancer |:| Activist of Truth and Democracy |:| A Liberated Mind |:| An Influencer |:| Entrepreneur |:| GOD FIRST |:|
835,Javier Muñoz,2009-04-15 00:36:40+00:00,Chile,#Chile  #Marketing  #Mediocampista #Colocolino
836,Pedro Martín Díaz,2009-07-22 21:02:58+00:00,"Madrid, Comunidad de Madrid",Me encontrarás entre San Francisco y Madrid. ¿Hablamos?
837,Saul De Lira,2015-12-17 05:08:42+00:00,,
838,Miguel Angel Martelo Quiroz,2011-05-30 18:02:59+00:00,"Cartagena, Colombia","System Engineer. Frontend Developer, JS lover. ""Never stop to learn"" / Love soccer and vallenato music. 1000% Real Cartagena"
839,Manuel Martinez,2010-02-05 04:02:07+00:00,,
840,Bakklog,2020-04-25 22:31:42+00:00,🌐 Remote,"We develop professional websites, mobile apps, and optimize online campaigns for startups and SMEs"
841,Graeme Parton,2018-08-10 00:25:32+00:00,Everywhere,Content Specialist @GetGrizzle. Views are my own. Swearier version: @gee__raah. (he/him)
842,Malthus Brown,2009-12-17 22:20:29+00:00,"Lima, Perú",
843,Andrzej Dobrzynski,2012-01-24 11:22:48+00:00,"Warsaw, Poland",
844,Emiliano Garcia,2017-05-28 22:30:21+00:00,,
845,Jhojan Marreros,2009-09-22 08:38:06+00:00,Peru,
846,Gruncho,2011-07-25 02:26:15+00:00,,🇦🇷 🚲📷
847,Dan White,2021-01-21 18:12:27+00:00,DFW / Lake Texoma,"My personal views on commercial banking, real estate and markets."
848,Amauris Ruiz,2014-02-05 21:07:53+00:00,,
849,Pablo Rojas,2010-03-23 05:49:33+00:00,Chile,
850,"Matthias Smith, CEO - Pioneer Capital Advisory LLC",2018-01-17 19:16:47+00:00,📍The Closing Table,Facilitating the exodus of employees from corporate America that want to transition into business ownership
851,Jorge Irigoyen 🇦🇷,2012-12-18 21:52:35+00:00,"Ciudad Autónoma de Buenos Aires, Argentina",Correntino | Co-founder @tich_academy (Ed-tech Startup)
852,Pablo Castagnini,2010-07-08 02:45:39+00:00,"London, UK",SAP Digital Transformation Director l | ERP Expert | New Technologies Enthusiast
853,Gustavo Alberto Dueñas Gonzalez,2019-10-22 01:06:54+00:00,"Zacatecas, México",MC. Producción Agrícola.
854,Rocket.net,2020-08-23 11:30:35+00:00,"West Palm Beach, FL","Your new favorite hosting platform, formerly known as Managed WordPress Hosting. #CloudFestUSA #WCEU #WCUS"
855,Alexander Clark,2022-06-06 10:11:21+00:00,"London, UK ","Business Specialist for Bolt Business 

https://t.co/LsIzwvqO6L"
856,Deeshna C,2018-05-01 14:14:12+00:00,,#StoryTeller | #Trailblazer | #SalesforceOhana | #Marketer | #ContentWriter @CEPTESSOFTWARE | ex-journo |
857,WebExpo '24 - May 29-31,2008-07-01 18:59:39+00:00,"Prague, Czech Republic","📆 May 29-31, 2024
📍 Lucerna Palace in Prague
🎟 Limited presale tickets on sale now at https://t.co/J2bjH0Mznz"
858,Pedro,2021-06-11 00:16:23+00:00,,Empreendedor Digital e cofundador da Agência Regex
859,Ângelo Lima,2020-06-12 07:20:51+00:00,"Sines, Portugal","Um radical Democrata-Cristão.

Irreverentemente contra a ditadura do politicamente correto."
860,COOPS 😎,2020-04-09 12:47:56+00:00,"Brisbane, Queensland","Love Sport, Racing, Politics and Business.   #exjw Jehovah’s Witness whistleblower! #leedsutd #brisbanelions"
861,Katriina Kukkula 🇺🇦,2012-02-23 18:42:39+00:00,Oulu,"Kehityspäällikkö päivisin, uusioperheen toinen aikuinen iltaisin."
862,M. Soidul. Islam Soidul. Islam,2022-05-31 10:24:46+00:00,,B+k
863,anyworks,2022-03-24 14:56:37+00:00,Halle (Saale),"Für jedes Business die passende Software:
Unser Produktfinder zeigt dir das richtige Produkt und unsere Community liefert hilfreiche Reviews dazu."
864,Joe Cowan,2010-05-31 23:12:34+00:00,Rasharkin,Irish and EU citizen
865,Excel Energies,2020-06-09 10:19:39+00:00,Pakistan,"⚡Excel Energies | Our Future ™ vision is to provide Affordable, Sustainable, and Reliable Energy Solutions to Residential, Commercial,Agriculture and Industrial"
866,Accounting By Sal Corp,2015-09-13 05:04:18+00:00,Canada,"Founder@ https://t.co/314Q9WxpmI
#AccountingBySalCorp is an accounting training firm dedicated to helping entrepreneurs succeed through cloud based technology"
867,Nicolas ✝,2019-10-05 15:36:48+00:00,Pau,Entrepreneur chrétien et jeune papa ♥ ✝ 🔥
868,MTM Executives | Exceptional Marketing Strategies,2011-03-22 23:11:37+00:00,"Cambridge, MA","Making marketing technology simple for #independentexecutives | Join us for #WebsiteWednesday 12-4 PM ET to chat DIY website tips, marketing, and automation."
869,Saeed Saeed,2022-05-24 01:59:39+00:00,,0596336942
870,Catchin,2022-04-01 20:14:21+00:00,,"Find the best deals on the internet for any startup. Productivity tools, Development tools, Email and Operations, HR, Marketing, and many more."
871,Fernando Arocena,2007-06-28 23:27:32+00:00,,"Director de Digital en @MazalanComunica. Profe de Estrategia, Univ. Siglo 21"
872,Mariann Volkonski,2022-02-21 22:58:16+00:00,,
873,André Rocha,2019-11-03 17:33:07+00:00,,
874,cj,2012-08-14 07:56:57+00:00,,
875,Andrea Novotná,2012-12-02 11:58:42+00:00,"HR Manager, Brno",https://t.co/pH17vIIj6X
876,Andrei Panchuk,2010-11-02 12:13:30+00:00,,
877,Henning Saint Technology,2021-12-16 09:46:37+00:00,,"More Intelligent, More Convenient, More Outstanding"
878,Kesaobaka Jabana,2013-07-25 12:24:16+00:00,Johannesburg,Believer - Yeshua Messiah is God and Lord. Author of upcoming novel - Pains of Injustice. Electronics merchandiser. Loving husband and dad to twins.
879,Fatma☥,2014-02-01 17:37:50+00:00,🇪🇬,Je crois que la simplicité est la beauté.
880,Jaime Gronau,2014-10-16 20:24:28+00:00,,
881,Daniel Strutt,2018-11-05 14:05:11+00:00,"Cardiff, Wales",
882,Rendy Jones,2011-09-10 04:33:28+00:00,Mex,The monster comes with me ...
883,Kristers Komarovs,2016-09-13 06:32:54+00:00,"Cēsis, Latvija",croissant and coffee.
884,Vera Matos Pires,2022-02-27 11:18:37+00:00,,Let's dream because...why not?
885,Tri Truong,2022-05-05 09:08:12+00:00,,Set the mission to help businesses to simplify process and work smarter by scanning and digitising records and documents.
886,Revolgy,2018-04-06 08:25:49+00:00,Prague,We take care of your cloud infrastructure and you can focus on your product. Get comfy in the cloud with us! | 70+ cloud enthusiasts | @cloudnativeprg meetups.
887,Mo Aljanabi,2016-03-31 17:42:25+00:00,United States,Engineer I.T | State employee. My tweet is just an opinion . Athlete . Conservative .Independent.Iraqi-American. 🇮🇶🇺🇸
888,Ramiro Faundez Rienz,2015-03-31 00:34:24+00:00,Ciudad Autónoma de Buenos Aire,"Odio a la izquierda, Trabajador dedicado en RH (IT), gamer y warhammero cuando no trabajo y amante de la ciencia ficción, algo mas?"
889,george,2007-05-09 06:34:13+00:00,"Portland, OR",A male version of Blanche Marie Elizabeth Hollingsworth Devereaux
890,Kai Michael Schäfer,2022-05-20 15:09:57+00:00,"Bechhofen, Germany","Hey, ich bin's."
891,konkel.consulting,2020-03-19 21:09:39+00:00,Germany,"Ich erspare Online Coaches innerhalb von 60 Tagen bis zu 70% ihrer Zeit, ohne sich mit Technik auseinandersetzen zu müssen."
892,Mehul Dave,2013-11-04 04:41:52+00:00,,
893,Jakub Kadlubiec,2010-12-09 11:50:11+00:00,"Prague, Czech Republic",Director of Engineering at Pipedrive. Leading and building the Prague engineering team. Come join us!
894,Spotted News,2018-05-09 07:51:37+00:00,,Spotting the latest news from around the world 🌎 and bringing it straight to you 📰
895,🐈 Hel Cat 🐾🐈‍⬛😸🇮🇪☘️🇦🇺,2020-11-04 11:44:41+00:00,"Brisbane, Queensland","Spoutible: @HelCatAus
Cat lover, passionate about community services. 
Social Work Student
Born on Mul"
896,Lim,2017-10-31 08:26:52+00:00,"Nanshan, Shenzhen China","A leading LED display screen manufacturer in Shenzhen China, specializing in indoor & outdoor LED screen for live events and advertising."
897,zzBots,2019-03-06 20:42:40+00:00,Global,Integrate Your Apps & Automate Your Business With Our Easy to Customize Bots!
898,Pp Dany,2010-08-17 05:03:28+00:00,"Guadalajara, Jalisco","🚀 😋 Startups, iOS & Design. Prev. @foodstampmx @handsome_app @Oracle"
899,JeffRossVR,2022-03-07 22:49:23+00:00,,#advisoryservices #technology
900,Emir Kaan,2014-09-08 15:37:31+00:00,"Tallinn, Estonia",
901,lia,2011-06-04 03:41:30+00:00,dc,known bureaucracy lover
902,OWOEYE JOSHUA TUMISE,2022-04-29 08:15:17+00:00,,#virtualassistant #projectmanager #digitalmarketer #lifestylecoach.
903,Ziad Alghamdi,2018-09-17 22:13:53+00:00,"Jeddah, Kingdom of Saudi Arabia",ونمتُ على ريشِ النعامِ فلم أجدْ، فراشاً وثيراً مثلَ إِتمامِ واجبي
904,٩(๑❛ᴗ❛๑)۶,2012-07-07 04:23:41+00:00,,
905,-/:;(),2012-12-29 16:21:28+00:00,"Atlanta, GA",Me talking to me about me to meh.
906,C.R.Optimum Agency,2022-02-22 16:32:41+00:00,United States,"Consultation, design and execution of C.R.O campaigns on your buyer's journey from awareness to advocacy. 
Fb: https://t.co/8cvgxMAe6b
Instagram: https://t.co/zZnSZaxISe"
907,Geppelito,2012-01-13 02:52:43+00:00,,
908,Russell,2022-05-11 15:37:26+00:00,,
909,Ike Smash,2022-03-08 06:50:23+00:00,,nothing
910,Agur Jõgi,2009-01-01 22:47:04+00:00,"Tallinn, Estonia",
911,SaaS Universities,2022-03-07 18:21:24+00:00,,
912,Yoshi Diaz,2012-03-14 02:30:43+00:00,,
913,Carlos Maciel,2011-02-18 01:19:38+00:00,"Florianópolis, Brazil",Autoconhecimento & Coragem Emocional | + 100.000 pessoas impactadas em palestras. + 10.000 alunos de Pós-graduação | Professor: @escolavalente
914,马因坦Alexandra,2020-06-10 03:10:00+00:00,,
915,Emese Vojter,2022-05-09 14:00:34+00:00,,Passionate about the Success of our Users @DataboxHQ  l  Advocate for data driven decision making  l  Red Cross volunteer
916,Samir Musali,2017-03-30 03:07:48+00:00,"Tartu, Eesti",🇦🇿 🇨🇦 🇪🇪
917,Jakob Päll,2018-06-11 21:15:10+00:00,"Tartu, Eesti",
918,nickname,2013-08-03 14:22:15+00:00,,boun
919,UpStripe – Where you go to get help with software.,2021-08-12 08:58:44+00:00,Worldwide,"UpStripe is on a mission to help solopreneurs, founders, startups and small business get the software help they need so they can focus on what they do best."
920,General.orwah,2012-05-24 07:53:53+00:00,,
921,Ace ♠️,2020-05-08 04:18:44+00:00,,
922,فؤاد بيومي,2021-12-21 20:30:58+00:00,United Arab Emirates ,مدير مشاريع وصانع محتوئ رقمي |مهتم بمساعدة الافراد على الاستفادة من  @NotionHQ في #البناء الخاص و التنظيم.
923,ClickMeeting,2010-04-01 09:42:28+00:00,,"ClickMeeting, a browser-based platform, brings the power of webinars to organizations of any size.

Inspire, teach, sell with live & automated webinars."
924,Karla Yackuelene Pariona Romero,2015-12-09 02:46:34+00:00,"Miami, FL, United States","Director of Operations at @LenAndNyle 👋 We connect diverse candidates with Startups, SMBs and corporations.🌙☀️Diversity, Equity and Inclusion.🚀"
925,Oleksandr Danylenko,2010-03-13 12:16:14+00:00,"Los Angeles, CA",connecting businesses with the best talent. 🚀 advocate for the underrepresented groups ⚒👁🔥🌎
926,will bricker,2019-10-23 03:34:31+00:00,"New York, NY","Born and raised New Yorker, VC @hustlefundvc, diving fanatic, and plant connoisseur. Good with data, mediocre with words."
927,Batman.Ug,2018-07-25 06:01:45+00:00,,"chilled , fun .....let’s just tweet ....let’s not get familiar"
928,Mara Perkuma-Maslakova,2016-02-17 09:24:54+00:00,"Riga, Latvia",PR Manager. Fintech and open banking. Views are my own.
929,Hakai,2019-04-25 12:22:00+00:00,,
930,Sharan Adla,2010-12-16 07:50:43+00:00,"Bengaluru, India",Design @ ArtworkFlow - Bizongo.
931,فيصل الشهري,2021-09-17 00:52:59+00:00,,طالب في جامعة الملك سعود كلية الاداب قسم الدراسات الاجتماعية - تخصص الخدمة الاجتماعية اخصائي اجتماعي تحت الانشاء 😁
932,Len & Nyle,2021-07-08 19:31:09+00:00,"St. Petersburg, Florida",Connecting businesses with the best talent 🪐👌🏻 We place great candidates in 33+ countries 🌐🦉 Diversity & inclusion always matter 👋🏻👋🏽🏳️‍🌈🏳️‍⚧️⚒
933,Ricardo Facility,2017-09-22 17:46:03+00:00,"Curitiba, Brasil",
934,BizandAI,2021-09-19 12:33:16+00:00,Worldwide,"AI enthusiast, here to share the latest advancements in technology and how they're changing the world. Bringing you insights, conversation, and a dose of humor"
935,SYSTEC,2017-09-29 18:34:18+00:00,Mexico,Consultores expertos en la habilitación y ejecución digital de proyectos y procesos | Smartsheet.
936,Howard Colin,2020-02-29 21:55:01+00:00,United Kingdom,"Digital Imaging Technician with 10 years experience #HisDarkMaterials, #ATownCalledMalice. Helping to architect workflows for HETV and Film, based in Wales."
937,Pola Koczoń,2022-03-02 18:33:25+00:00,,
938,Jas,2013-06-29 12:56:06+00:00,Philly,
939,Andrew Collings,2014-04-07 19:01:39+00:00,Cambridge,VP International Markets
940,alinfoot,2015-05-06 07:42:27+00:00,"Maidenhead, South East",
941,Mehdi Feknous,2019-05-21 14:59:07+00:00,Lyon ,Directeur conseil chez @LaCliniqueDesMarques  🎨 La créativité au service de votre stratégie 👑 #branding #communication #marketingstrategy
942,Marko Savić,2009-03-31 17:53:42+00:00,Ljubljana,vodim @MblttsOmni | študiram #varstvookolja |  na https://t.co/rL6OLauRpe komentiram @odbojka_tv & @TV_beachvolley | @MeOblivisci |🏃‍♂️👟🌅  | 🏖 🏐 ▶ | 🚴 | 📚 🐛 |
943,Suryaansh Vasu,2012-06-14 16:00:15+00:00,India,
944,gillian roberts,2011-03-17 05:27:40+00:00,"Los Angeles, CA",PR & Communications - B2B Tech; Data; Cybersecurity; Startups
945,SoftwareWorld,2014-06-14 13:42:42+00:00,,Best Software Reviews Site - List your Software & Services at SoftwareWorld to get more exposure. It's free! - https://t.co/q8AsMLqaaj
946,mp01,2022-01-31 13:39:55+00:00,,
947,BEE Content Design,2014-10-13 19:22:21+00:00,"San Francisco, CA",A complete email and landing page design suite for individuals and teams. Use it online (BEE Pro) or embedded in many applications (BEE Plugin).
948,Csősz András,2022-04-25 19:07:52+00:00,,
949,"Print Lion - Design, Branding & Printing Co.",2021-10-26 21:32:17+00:00,Nairobi,"Print Lion is a branding agency based in Nairobi, Kenya. We are passionate about supporting marketing professionals and business owners."
950,Itamar Assaf,2013-12-28 15:13:54+00:00,Israel ,"Business, Innovation, Public Policy"
951,František Jandoš,2010-08-31 11:38:44+00:00,Prague,
952,Waldemiro Pereira III,2022-04-24 17:10:44+00:00,,"Acredito na liberdade pessoal, no poder da família, no direito a propriedade e no empreendedorismo para um mundo cada vez melhor."
953,Dominic Legare,2009-10-29 20:36:34+00:00,"Lac-Beauport, Québec","🇨🇦 I am living my dream as a Freelancer, Father of 2, interest in E-commerce🛒 & Chatbots 🤖. Never been happier since my 9-5 job was abolished. Thanks life."
954,Keiri,2014-12-06 09:11:26+00:00,Estonia,
955,hdbsjsbsb,2017-04-21 16:55:44+00:00,"Montréal, Québec",
956,Julian Camacho,2012-09-26 14:48:06+00:00,,
957,Nolan Logan,2011-10-27 15:17:34+00:00,,"Data lover, business operator, golf enthusiast."
958,Exala,2022-03-16 18:52:39+00:00,Valle Sagrado - Online 🌎,"Desarrollo personal y espiritual
📚Curso de Metafísica #1 en el mundo: La Ciencia de la Mente - Certificado por Centers for Spiritual Living ™ CA-USA"
959,1,2013-08-17 19:30:00+00:00,,
960,Todd O'Keefe,2020-08-27 00:14:06+00:00,Edmonton,"Chief Content Officer @FireandWoodYEG 

#WeTellStories #StoryBranding #CopyWriting #CopyHacks #Funnels #Launches #BrandVoice"
961,ceperoed,2011-09-26 17:42:55+00:00,,begin with the end in mind
962,Jacky Tran,2008-11-15 17:02:58+00:00,"Portland, OR",Freudian typing ass usual ¯\_(ツ)_/¯
963,Golman,2009-04-24 16:50:41+00:00,Barcelona,"https://t.co/Vt4CUQ6BHn 

Futbolartista | Procurement of Innovation Evangelist in AQuAS | Father, son & ghost | somiatruites | Salgo a disfrutar | Tico Commons"
964,Cinthya,2011-12-29 10:03:55+00:00,"Cambridge, England","Writer, editor, accumulator of useless facts. I run a little library called Reading Room: https://t.co/ZhR1fIveZN"
965,Paulius Bareika,2022-04-21 13:06:36+00:00,,
966,PaigeAbrams,2011-06-13 16:33:09+00:00,"Johannesburg, south Africa",Social media manager / Make up artist/ beauty therapist/ multi-tasker. Passionate about life. Work hard to get where i want to be!!!!!
967,Tshifhiwa Dombo,2010-11-12 03:10:04+00:00,Johannesburg,"Husband of 1, Father of 2, Believer of 3in1 God, Grateful for Grace."
968,Carley Deardorff,2017-01-12 03:12:20+00:00,"Austin, TX ",Director of Strategic Partnerships @CapitalFactory 🤖 ⚙️ Amplifying voices that go unheard & building equity in Texas 🤠🤘 🇪🇸 Masters Int’l Media & Diversity
969,Lucep Pte Ltd,2014-12-22 09:10:19+00:00,Singapore,Automated lead qualification solution for #edtech #realestate #insurance #banking #automotive #sales on your digital channels.
970,Sandesh,2014-11-16 12:12:47+00:00,,
971,tay,2014-05-14 18:40:14+00:00,"San Francisco, CA",she/her/hers
972,Jack Teah,2010-11-26 06:24:40+00:00,SoCal ➡️CHI➡️IND,Don’t you dare settle for fine
973,Kapish,2011-04-15 10:57:41+00:00,,student
974,Jeff Huber 🇺🇸,2007-03-11 18:41:24+00:00,In the Metaverse,"Founding CEO @GRAILbioㅣCo-founder @TriatomicCapㅣearlier: @Google Ads, Apps, Maps & ⟦x⟧ㅣf*ckcancerㅣPer aspera ad astra."
975,Ví,2019-02-15 16:01:04+00:00, ,
976,Gatemaster Locks,2016-07-28 15:36:46+00:00,"Bognor Regis, England","Manufacturer of #gatehardware with easy-fit technology and high quality finish suitable for both metal and wooden gates.
Contact us on sales@gatemasterlocks.com"
977,Keith Barychko,2022-04-19 15:01:56+00:00,,
978,Akiva,2011-07-11 15:24:01+00:00,London,"Multi-award winning, affordable interior design packages for anyone anywhere. #renovation #interiordesign #architecture #consultancy."
979,Softwarehub.io,2022-03-12 13:58:58+00:00,,"Courses and Software Listings in One Place, To make it easier for you to choose your preference at https://t.co/NUWhlV3u2c ""The Finest Aggregator"""
980,ILANOU,2009-02-03 21:01:32+00:00,PARIS,"#French #Happy #Daddy
DG d'une maison d'édition 
Pour une droite libérale et progressiste (c'est pas gagné ...)"
981,"Ryan Patrick Casey, M.A.",2011-03-31 13:58:31+00:00,NYC / CT,"Writer.  Into archetypes and all that.  

Also Neurodivergent employment specialist.

Founder of @ClearWeave"
982,Ope Great,2010-09-11 11:56:11+00:00,Earth,Co-founder @SpirePlace @akubadotxyz @EasyVoucher @tryeasyshop @learnark
983,Humberto Zuluaga,2010-12-28 01:02:48+00:00,"Barranquilla, Colombia",“Síganme los buenos”
984,Waonline,2022-04-16 20:46:33+00:00,,
985,SIM Detroit,2011-06-16 00:04:55+00:00,Southeast Michigan,"Michigan’s premier #network for IT Execs with 195+ regional members; including CIOs, CISO’s, IT leaders, Academicians, & Consultants #learnandgrow #giveback"
986,Lars Arboleda,2009-05-09 02:21:19+00:00,Antipolo City Philippines,"B2B writer for SaaS and marketing brands like @blgsmth, @NapoleonCatcom, and more. Blogcrafter. Storyteller. Family man."
987,Curt Green,2009-03-31 20:29:43+00:00,"Dallas, TX","Proud father. CEO & Co-Founder of SEO Dogs & Big D Creative. SMU, Cowboys and Mavs fanatic."
988,leadxcelerator,2022-04-15 02:46:53+00:00,India,Consumer Behavoiur | Customer Experience | Brand Analytics & Intelligence | Social Media Intelligence | Competitive Intelligence | Trend Insights | Sales CRM
989,Bella Sobral,2015-06-03 11:58:30+00:00,,
990,Digvijay Singh Chouhan,2021-05-08 15:14:39+00:00,Ahmedabad ,IT Infrastructure Specialist with a Passion for Data Protection and Privacy.   #dataprotection #dataprivacy #GDPR #ISO27001 #ISO27701
991,*•The Ginger 😺•*,2010-02-14 00:46:25+00:00,31. No idea ,"9+! S.A :D
/Maybe I'm an Alien, Earth is hard/*Ailurophile*AnimalLover* #NOH8 #LGBT 🏳️‍🌈♊"
992,straightwanderer,2012-01-12 19:53:39+00:00,,
993,Mar Da Silva,2020-12-23 18:06:21+00:00,,"Me gustan las ventas y el diseño de productos, disfruto de la planificación creativa de un ""algo"" en el que se persigue la solución a diferentes situaciones."
994,Pig&Rooster,2022-04-12 08:50:26+00:00,"North Carolina, USA",A bad ass digital agency that will be your lifeline in the turbulent waters of todays ever changing market. contactus@thepigandrooster.com or call 800-715-7958
995,Nick Fiorenza,2009-03-22 02:24:17+00:00,"Berlin, Germany","Supporting teams & networks improving human health, regenerating the earth, and exploring space 🧬#pharmapunk #solarpunk"
996,The Indigo Group,2018-04-27 05:34:07+00:00,United Kingdom,"Your Commercial CIS and Payroll Partner.

Proud Sponsors of The Indigo Group Premiership — @IndigoPrem — #IndigoPrem"
997,PowerPlus,2011-02-16 22:07:07+00:00,Worldwide,"We lead in:  Digitising the onboarding process, video inductions, Software management, Training courses, Contractor Control, Entry/exit systems. Have a demo!"
998,AppGarage LLC - Software House,2022-04-10 13:02:09+00:00,"Dubai, UAE","AppGarage, as all garages, is the space for the thinkerer, the maker, the innovator."
999,Dave Casey,2011-01-24 19:36:17+00:00,Dublin Ireland ,"Doctoral Candidate at TCD,Masters in Health Promotion, Wellness and Health Promotion Manager at DeCare."
